3.06	2.2282E-5	1.05318E-6
3.08	2.0173E-5	1.00244E-6
3.1	1.9112E-5	9.76803E-7
3.12	1.8843E-5	9.71506E-7
3.14	1.831E-5	9.54635E-7
3.16	1.7669E-5	9.43992E-7
3.18	1.7962E-5	9.46759E-7
3.2	1.8107E-5	9.52244E-7
3.22	1.8044E-5	9.4929E-7
3.24	1.9014E-5	9.76852E-7
3.26	1.9241E-5	9.77859E-7
3.28	2.0071E-5	9.98983E-7
3.3	2.0654E-5	1.0127E-6
3.32	2.1487E-5	1.03402E-6
3.34	2.2142E-5	1.04797E-6
3.36	2.2852E-5	1.06361E-6
3.38	2.3297E-5	1.07271E-6
3.4	2.3976E-5	1.0874E-6
3.42	2.4201E-5	1.09209E-6
3.44	2.4703E-5	1.10489E-6
3.46	2.4955E-5	1.10888E-6
3.48	2.5281E-5	1.11458E-6
3.5	2.4883E-5	1.10654E-6
3.52	2.4917E-5	1.10953E-6
3.54	2.4893E-5	1.10585E-6
3.56	2.4546E-5	1.09973E-6
3.58	2.431E-5	1.09365E-6
3.6	2.3802E-5	1.08284E-6
3.62	2.2824E-5	1.06216E-6
3.64	2.2671E-5	1.05652E-6
3.66	2.2472E-5	1.05113E-6
3.68	2.148E-5	1.02911E-6
3.7	2.0687E-5	1.00983E-6
3.72	1.9969E-5	9.89279E-7
3.74	1.9465E-5	9.78644E-7
3.76	1.8105E-5	9.4511E-7
3.78	1.7426E-5	9.2662E-7
3.8	1.6785E-5	9.12868E-7
3.82	1.6563E-5	9.01918E-7
3.84	1.5312E-5	8.71192E-7
3.86	1.4619E-5	8.50026E-7
3.88	1.3712E-5	8.22795E-7
3.9	1.3236E-5	8.07782E-7
3.92	1.2829E-5	7.9596E-7
3.94	1.2087E-5	7.73698E-7
3.96	1.1358E-5	7.52596E-7
3.98	1.1072E-5	7.40313E-7
4	1.0719E-5	7.29175E-7
4.02	1.0024E-5	7.04636E-7
4.04	9.773E-6	6.981E-7
4.06	9.69E-6	6.9289E-7
4.08	8.975E-6	6.66513E-7
4.1	8.836E-6	6.6388E-7
4.12	8.607E-6	6.56427E-7
4.14	8.473E-6	6.49665E-7
4.16	8.489E-6	6.49369E-7
4.18	8.483E-6	6.51141E-7
4.2	8.356E-6	6.44584E-7
4.22	8.297E-6	6.44248E-7
4.24	8.026E-6	6.33618E-7
4.26	7.945E-6	6.30999E-7
4.28	8.297E-6	6.43801E-7
4.3	8.197E-6	6.39612E-7
4.32	8.479E-6	6.48851E-7
4.34	8.289E-6	6.45365E-7
4.36	8.066E-6	6.35887E-7
4.38	8.002E-6	6.28446E-7
4.4	8.066E-6	6.32253E-7
4.42	8.109E-6	6.37206E-7
4.44	8.034E-6	6.32784E-7
4.46	8.001E-6	6.30923E-7
4.48	7.991E-6	6.29247E-7
4.5	7.773E-6	6.20258E-7
4.52	8.032E-6	6.28293E-7
4.54	7.828E-6	6.24308E-7
4.56	7.579E-6	6.14973E-7
4.58	7.458E-6	6.08579E-7
4.6	7.251E-6	6.01239E-7
4.62	7.27E-6	6.02156E-7
4.64	6.905E-6	5.87592E-7
4.66	6.87E-6	5.86815E-7
4.68	6.78E-6	5.80896E-7
4.7	6.68E-6	5.77249E-7
4.72	6.203E-6	5.57408E-7
4.74	6.327E-6	5.61526E-7
4.76	6.038E-6	5.47547E-7
4.78	5.937E-6	5.44779E-7
4.8	5.573E-6	5.27318E-7
4.82	5.724E-6	5.34595E-7
4.84	5.292E-6	5.14649E-7
4.86	5.285E-6	5.11703E-7
4.88	4.998E-6	5.01135E-7
4.9	4.874E-6	4.92049E-7
4.92	4.599E-6	4.80749E-7
4.94	4.66E-6	4.81996E-7
4.96	4.444E-6	4.71932E-7
4.98	4.348E-6	4.64448E-7
5	4.25E-6	4.6579E-7
5.02	4.141E-6	4.55421E-7
5.04	4.002E-6	4.4825E-7
5.06	3.906E-6	4.45026E-7
5.08	3.747E-6	4.3394E-7
5.1	3.741E-6	4.34934E-7
5.12	3.491E-6	4.19771E-7
5.14	3.776E-6	4.36202E-7
5.16	3.585E-6	4.24321E-7
5.18	3.379E-6	4.15172E-7
5.2	3.441E-6	4.15865E-7
5.22	3.245E-6	4.07823E-7
5.24	3.114E-6	3.99319E-7
5.26	3.197E-6	4.01059E-7
5.28	3.101E-6	3.99019E-7
5.3	3.007E-6	3.91121E-7
5.32	3.126E-6	3.97512E-7
5.34	2.951E-6	3.86802E-7
5.36	2.957E-6	3.85933E-7
5.38	2.922E-6	3.835E-7
5.4	2.99E-6	3.84874E-7
5.42	2.953E-6	3.83061E-7
5.44	2.955E-6	3.8767E-7
5.46	2.882E-6	3.81492E-7
5.48	2.755E-6	3.73674E-7
5.5	2.851E-6	3.75596E-7
5.52	2.709E-6	3.70966E-7
5.54	2.694E-6	3.71677E-7
5.56	2.65E-6	3.65557E-7
5.58	2.553E-6	3.62723E-7
5.6	2.605E-6	3.62855E-7
5.62	2.359E-6	3.502E-7
5.64	2.53E-6	3.59466E-7
5.66	2.407E-6	3.51704E-7
5.68	2.225E-6	3.36214E-7
5.7	2.33E-6	3.44743E-7
5.72	2.259E-6	3.39482E-7
5.74	2.127E-6	3.32482E-7
5.76	2.124E-6	3.31252E-7
5.78	2.124E-6	3.31542E-7
5.8	2.023E-6	3.23258E-7
5.82	1.984E-6	3.19149E-7
5.84	1.927E-6	3.17717E-7
5.86	2.071E-6	3.27096E-7
5.88	1.859E-6	3.11153E-7
5.9	1.907E-6	3.14528E-7
5.92	1.811E-6	3.0774E-7
5.94	1.728E-6	3.00879E-7
5.96	1.803E-6	3.06803E-7
5.98	1.667E-6	2.96621E-7
6	1.607E-6	2.90407E-7
