0	0.07444	2.07292E-4
0.02	0.08627	2.26829E-4
0.04	0.06268	2.15625E-4
0.06	0.03959	1.38661E-4
0.08	0.05181	9.35847E-5
0.1	0.0706	6.89985E-5
0.12	0.07806	6.48392E-5
0.14	0.09107	6.73607E-5
0.16	0.10392	7.12295E-5
0.18	0.11749	7.54269E-5
0.2	0.1306	7.94411E-5
0.22	0.14322	8.31433E-5
0.24	0.15598	8.67273E-5
0.26	0.16809	8.99946E-5
0.28	0.17991	9.30743E-5
0.3	0.19209	9.61453E-5
0.32	0.20454	9.91879E-5
0.34	0.21586	1.01872E-4
0.36	0.2276	1.04582E-4
0.38	0.23788	1.069E-4
0.4	0.24819	1.09183E-4
0.42	0.25859	1.11441E-4
0.44	0.26817	1.13483E-4
0.46	0.2762	1.15168E-4
0.48	0.28382	1.16745E-4
0.5	0.28966	1.17939E-4
0.52	0.29297	1.18611E-4
0.54	0.29208	1.18429E-4
0.56	0.27222	1.14335E-4
0.58	0.21535	1.01698E-4
0.6	0.14514	8.34998E-5
0.62	0.09269	6.67437E-5
0.64	0.07002	5.80196E-5
0.66	0.05757	5.2615E-5
0.68	0.04903	4.85645E-5
0.7	0.04279	4.53742E-5
0.72	0.03781	4.26568E-5
0.74	0.03219	3.93644E-5
0.76	0.02893	3.73227E-5
0.78	0.026	3.53783E-5
0.8	0.02338	3.35498E-5
0.82	0.02093	3.1743E-5
0.84	0.01877	3.00605E-5
0.86	0.01677	2.8413E-5
0.88	0.01485	2.67376E-5
0.9	0.01317	2.51712E-5
0.92	0.01164	2.36635E-5
0.94	0.0102	2.21605E-5
0.96	0.00892	2.07155E-5
0.98	0.00771	1.92684E-5
1	0.00666	1.79099E-5
1.02	0.00575	1.66333E-5
1.04	0.00488	1.53259E-5
1.06	0.00412	1.40882E-5
1.08	0.00347	1.29254E-5
1.1	0.0028	1.16258E-5
1.12	0.00233	1.06154E-5
1.14	0.00194	9.67339E-6
1.16	0.00159	8.77908E-6
1.18	0.00131	7.95489E-6
1.2	0.00108	7.23088E-6
1.22	8.90077E-4	6.5727E-6
1.24	7.50184E-4	6.04001E-6
1.26	6.4249E-4	5.59524E-6
1.28	5.67335E-4	5.26189E-6
1.3	5.19949E-4	5.03837E-6
1.32	4.97012E-4	4.9269E-6
1.34	4.91195E-4	4.8999E-6
1.36	5.00683E-4	4.94546E-6
1.38	5.19422E-4	5.03385E-6
1.4	5.49538E-4	5.17511E-6
1.42	5.81515E-4	5.32245E-6
1.44	6.18118E-4	5.48493E-6
1.46	6.55465E-4	5.64295E-6
1.48	6.88333E-4	5.78244E-6
1.5	7.23077E-4	5.92546E-6
1.52	7.47716E-4	6.02285E-6
1.54	7.70182E-4	6.11151E-6
1.56	7.87088E-4	6.17642E-6
1.58	7.99338E-4	6.22223E-6
1.6	8.03877E-4	6.23795E-6
1.62	8.00436E-4	6.2251E-6
1.64	7.91733E-4	6.19083E-6
1.66	7.81252E-4	6.14817E-6
1.68	7.62857E-4	6.07591E-6
1.7	7.37763E-4	5.97531E-6
1.72	7.1063E-4	5.86399E-6
1.74	6.7386E-4	5.71111E-6
1.76	6.39143E-4	5.5608E-6
1.78	6.00611E-4	5.3919E-6
1.8	5.59568E-4	5.2043E-6
1.82	5.18394E-4	5.00909E-6
1.84	4.73732E-4	4.78984E-6
1.86	4.32358E-4	4.57691E-6
1.88	3.90339E-4	4.34947E-6
1.9	3.48333E-4	4.11082E-6
1.92	3.07691E-4	3.86601E-6
1.94	2.7212E-4	3.6364E-6
1.96	2.34531E-4	3.37827E-6
1.98	2.03744E-4	3.14899E-6
2	1.73742E-4	2.91057E-6
2.02	1.47716E-4	2.68845E-6
2.04	1.22952E-4	2.45608E-6
2.06	1.01459E-4	2.2371E-6
2.08	8.3972E-5	2.03922E-6
2.1	6.8968E-5	1.85254E-6
2.12	5.7312E-5	1.69386E-6
2.14	4.8238E-5	1.5604E-6
2.16	4.1343E-5	1.44896E-6
2.18	3.7053E-5	1.37585E-6
2.2	3.5306E-5	1.34539E-6
2.22	3.4544E-5	1.32924E-6
2.24	3.6472E-5	1.3629E-6
2.26	3.9527E-5	1.41862E-6
2.28	4.3542E-5	1.48374E-6
2.3	4.8999E-5	1.5713E-6
2.32	5.4581E-5	1.65491E-6
2.34	6.0993E-5	1.74306E-6
2.36	6.7589E-5	1.83163E-6
2.38	7.3811E-5	1.91237E-6
2.4	7.9413E-5	1.98116E-6
2.42	8.5726E-5	2.05531E-6
2.44	9.1235E-5	2.11762E-6
2.46	9.666E-5	2.17905E-6
2.48	1.00359E-4	2.21794E-6
2.5	1.03897E-4	2.25533E-6
2.52	1.06158E-4	2.27935E-6
2.54	1.08445E-4	2.3027E-6
2.56	1.08766E-4	2.30448E-6
2.58	1.09012E-4	2.30729E-6
2.6	1.0842E-4	2.30039E-6
2.62	1.06298E-4	2.27905E-6
2.64	1.06076E-4	2.27391E-6
2.66	1.03083E-4	2.2421E-6
2.68	9.919E-5	2.19999E-6
2.7	9.4643E-5	2.14896E-6
2.72	9.1254E-5	2.1113E-6
2.74	8.6558E-5	2.05703E-6
2.76	8.2568E-5	2.0066E-6
2.78	7.7048E-5	1.94029E-6
2.8	7.1843E-5	1.87368E-6
2.82	6.6912E-5	1.80764E-6
2.84	6.2031E-5	1.74168E-6
2.86	5.6406E-5	1.66219E-6
2.88	5.2151E-5	1.599E-6
2.9	4.6875E-5	1.51712E-6
2.92	4.2512E-5	1.44486E-6
2.94	3.8337E-5	1.37397E-6
2.96	3.4408E-5	1.30254E-6
2.98	3.198E-5	1.25659E-6
3	2.9037E-5	1.19782E-6
3.02	2.6023E-5	1.1376E-6
3.04	2.3985E-5	1.09138E-6
